Section,create_equipment_variant,name,type,name_group,parent_version,design_team,obsolete,icon,ship_mtg_naval_range_upgrade,ship_mtg_armor_sub_upgrade,ship_mtg_engine_upgrade,ship_mtg_armor_upgrade,ship_anti_air_upgrade,ship_mtg_mid_engine_upgrade,ship_mtg_light_engine_upgrade,ship_mtg_carrier_engine_upgrade,ship_mtg_deck_space_upgrade,ship_mtg_hevy_engine_upgrade,ship_ASW_upgrade,ship_mtg_sp_hevy_engine_upgrade,submarine_mtg_engine_upgrade,mid_1_custom_slot,fixed_ship_deck_slot_2,fixed_ship_anti_air_slot,fixed_ship_battery_slot,rear_1_custom_slot,fixed_ship_engine_slot,fixed_ship_torpedo_slot,mid_2_custom_slot,front_1_custom_slot,fixed_ship_radar_slot,fixed_ship_torpedo_depth_charge_slot,fixed_ship_deck_slot_1,fixed_ship_fire_control_system_slot,fixed_ship_armor_slot,fixed_ship_secondaries_slot
siam_navy,create_equipment_variant,Chakri Naruebet Class,ship_hull_carrier_1,SIA_HISTORICAL_CV,,,,,6,5,3,6
siam_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,SIA_HISTORICAL_BB,,,,,10,10,7,,
siam_navy,create_equipment_variant,Dhonburi Class,ship_hull_cruiser_coastal_defense_ship_1,SIA_HISTORICAL_BB,,,,,8,6,10,,
siam_navy,create_equipment_variant,Sri Ayuthia Class,ship_hull_cruiser_2,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Doi Ang Khang Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Phu Kradueng Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,6,8,,
siam_navy,create_equipment_variant,Taksin Class,ship_hull_cruiser_1,SIA_HISTORICAL_CL,0,,,,3,,3,,
siam_navy,create_equipment_variant,Bali Class,ship_hull_cruiser_2,SIA_HISTORICAL_CL,0,,,,3,2,4,,
siam_navy,create_equipment_variant,Maeklong Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,10,,5,,,,5
siam_navy,create_equipment_variant,Phra Ruang Class,ship_hull_light_0,SIA_HISTORICAL_DD,,,,,6,,0,,,5,,,
siam_navy,create_equipment_variant,Prap Porapak Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,4,,1,,,5,,,
siam_navy,create_equipment_variant,Kechon Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,5,,2,,,6,,,
siam_navy,create_equipment_variant,Ratnakosindra Class,ship_hull_micro,,,,,,8,8,,,,,,,
siam_navy,create_equipment_variant,Trad Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,3,,,,,3
siam_navy,create_equipment_variant,Sua Thayan Chon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Sriya Monthon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Matchanu Class,ship_hull_submarine_1,PHI_HISTORICAL_SS,0,,,,2,,,,,,,,,4
siam_navy,create_equipment_variant,Sunthorn Phu Class,ship_hull_cruiser_submarine,SIA_HISTORICAL_SS,0,,,,5,,,,,,,,,3
Italy_navy,create_equipment_variant,Capitani Romani Class,ship_hull_cruiser_3,ITA_HISTORICAL_CL,,,,,4,,,4,,8,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Generale Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Turbine Class,ship_hull_light_0,ITA_HISTORICAL_DD,,,,,6,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Folgore Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Maestrale Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,2,,,3,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Alfredo Orian Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Alfredo Orian Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Camicia Nera Class,ship_hull_light_2,ITA_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Soldati Class,ship_hull_light_2,ITA_HISTORICAL_DD,,,,,4,,,3,,,5,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Comandanti Medaglie d'Oro Class,ship_hull_light_3,ITA_HISTORICAL_DD,,,,,4,,,3,,,5,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Orsa Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,5,,,3,,,7,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Gabbiano [Ape] Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,4,,4,,3,,,,,,3,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Gabbiano [Antilope] Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,6,,4,,3,,,,,,5,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Gabbiano [Artimede] Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,6,,5,,5,,,,,,4,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Gabbiano [Scimitarra] Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,8,,5,,5,,,,,,5,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Acciaio Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,,,,,5,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Flutto Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,,,,,2,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Bario Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,,,,,5,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Attinio Class,ship_hull_submarine_3,ITA_HISTORICAL_SS,,,,,7,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Settsu Class,ship_hull_pre_dreadnought_1,FAE_HISTORICAL_BB,,,,,4,,,7,,,,,,4,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,project 26-bis Class,ship_hull_cruiser_2,FAE_HISTORICAL_CA,0,,,,3,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Tenryu Class,ship_hull_cruiser_0,FAE_HISTORICAL_CL,,,,,4,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Kuma Class,ship_hull_cruiser_0,FAE_HISTORICAL_CL,,,,,4,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Minoo Class,ship_hull_cruiser_0_transport_remodeling,FAE_HISTORICAL_CL,,,,,3,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Shirataka Class,ship_hull_light_0,FAE_HISTORICAL_DD,,,,,6,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Dai 31 Go Syokai Tei Class,ship_hull_light_0,FAE_HISTORICAL_DD,0,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Tsukushi Class,ship_hull_light_0,FAE_HISTORICAL_DD,,,,,6,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Gnevny Class,ship_hull_light_2,FAE_HISTORICAL_DD,,,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Hei Kai Class,ship_hull_frigate_2,FAE_HISTORICAL_DD,,,,,8,,8,,5,,,,,,5,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Etorofu Class,ship_hull_frigate_2,FAE_HISTORICAL_DD,,,,,5,,5,,2,,,,,,3,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Etorofu Kai Class,ship_hull_frigate_2,FAE_HISTORICAL_DD,,,,,6,,5,,3,,,,,,5,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,Mikura Class,ship_hull_frigate_2,FAE_HISTORICAL_DD,,,,,7,,6,,5,,,,,,5,,,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,IXbis Class,ship_hull_submarine_2,FAE_HISTORICAL_SS,,,,,5,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,XI Class,ship_hull_submarine_2,FAE_HISTORICAL_SS,0,,,,7,4,,6,,,,,,,,,5,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,VI Class,ship_hull_submarine_3,FAE_HISTORICAL_SS,,,,,7,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Fareastern_State_navy,create_equipment_variant,VIbis Class,ship_hull_submarine_3,FAE_HISTORICAL_SS,,,,,7,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,PHI_HISTORICAL_BB,,,,,10,,,7,,7,,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Pinatubo Class,ship_hull_cruiser_1,PHI_HISTORICAL_CA,0,,,,4,,,5,,8,,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Quickness Class,ship_hull_cruiser_1,PHI_HISTORICAL_CL,,,,,4,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Tarlac Class,ship_hull_torpedo_cruiser_1,PHI_HISTORICAL_CL,,,,,4,,,1,,4,,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Datu Kalantiaw Class,ship_hull_light_0,PHI_HISTORICAL_DD,,,,,5,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Starfish Class,ship_hull_light_0,PHI_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Clam Class,ship_hull_light_1,PHI_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Gregorio del Pilar Class,ship_hull_light_1,PHI_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,Eagle Class,ship_hull_frigate_1,PHI_HISTORICAL_DD,0,,,,10,,12,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,PF01 Class,ship_hull_frigate_2,PHI_HISTORICAL_DD,,,,,10,,8,,2,,,,,,5,,,,,,,,,,,,,,,,,
Philippines_navy,create_equipment_variant,S01 Class,ship_hull_submarine_3,PHI_HISTORICAL_SS,0,,,,8,,,,,,,,,,,,6,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Cuba Class,ship_hull_cruiser_0,CUB_HISTORICAL_CL,,,,,0,,,0,,2,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Patria Class,ship_hull_micro_3,CUB_HISTORICAL_DD,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Baire Class,ship_hull_micro_2,CUB_HISTORICAL_DD,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Habana Class,ship_hull_micro_2,CUB_HISTORICAL_DD,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Diez de Otoubre Class,ship_hull_micro,CUB_HISTORICAL_DD,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Yara Class,ship_hull_micro,CUB_HISTORICAL_DD,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,
cuba_navy,create_equipment_variant,Gomez Class,ship_hull_cruiser_0_transport_remodeling,CUB_HISTORICAL_DD,,,,,6,,,6,,6,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Danton Class,ship_hull_pre_dreadnought_1,WIN_HISTORICAL_BB,1,,,GFX_FRA_ship_hull_pre_dreadnought_1_medium,9,,,8,,,,,,4,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Courbet Class,ship_hull_dreadnought,WIN_HISTORICAL_BB,1,,,GFX_FRA_ship_hull_dreadnought_medium,9,,,5,,,,,,4,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Wyoming Class,ship_hull_dreadnought,WIN_HISTORICAL_BB,1,,,,6,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Provence Class,ship_hull_heavy_0,WIN_HISTORICAL_BB,3,,,GFX_FRA_ship_hull_heavy_0_medium,9,,,5,,,,,,3,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Nevada Class,ship_hull_heavy_0,WIN_HISTORICAL_BB,3,,,,4,,,4,,,,,,3,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Pennsylvania Class,ship_hull_heavy_0,WIN_HISTORICAL_BB,3,,,GFX_Pennsylvania,3,,,3,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,New Mexico Class,ship_hull_heavy_0,WIN_HISTORICAL_BB,1,,,,2,,,2,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Tennessee Class,ship_hull_heavy_1,WIN_HISTORICAL_BB,1,,,,7,,,5,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Colorado Class,ship_hull_heavy_1,WIN_HISTORICAL_BB,1,,,,7,,,4,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Dunkerque Class,ship_hull_heavy_2,WIN_HISTORICAL_BB,1,,,,6,,,3,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Richelieu Class,ship_hull_heavy_2,WIN_HISTORICAL_BB,1,,,,5,,,4,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,France Class,ship_hull_heavy_3,WIN_HISTORICAL_BB,1,,,,7,,,5,,,,,,2,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Iowa Class,ship_hull_heavy_3,WIN_HISTORICAL_BB,1,,,,7,,,5,,,,,,4,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Béarn Class,ship_hull_carrier_conversion_bb,WIN_HISTORICAL_CV,,,,,4,,,1,,,,4,2,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Lorraine Class,ship_hull_carrier_conversion_bb,WIN_HISTORICAL_CV,,,,,4,,,2,,,,4,4,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Joffre Class,ship_hull_carrier_1,WIN_HISTORICAL_CV,,,,,9,,,5,,,,7,3,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Comandant Teste Class,ship_hull_carrier_1,WIN_HISTORICAL_CV,,,,,8,,,5,,,,7,3,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Independence Class,ship_hull_carrier_conversion_ca_2,WIN_HISTORICAL_CV,0,,,GFX_Independence,5,,,0,,,,,2,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Casablanca Class,ship_hull_carrier_conversion_mc,WIN_HISTORICAL_CV,,,,,5,,,1,,,,5,2,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Commencement Bay Class,ship_hull_light_carrier_1,WIN_HISTORICAL_CV,0,,,,5,,,2,,,,2,3,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Alaska Class,ship_hull_CB,WIN_HISTORICAL_BB,,,,,10,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Algérie Class,ship_hull_cruiser_1,WIN_HISTORICAL_CA,,,,,5,,,3,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Duguay Trouin Class,ship_hull_cruiser_1,WIN_HISTORICAL_CL,,,,,5,,,0,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Jeanne D'Arc Class,ship_hull_cruiser_1,WIN_HISTORICAL_CL,,,,,5,,,0,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Java Class,ship_hull_cruiser_1,WIN_HISTORICAL_CL,,,,,5,,,0,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Omaha Class,ship_hull_cruiser_1,WIN_HISTORICAL_CL,,,,GFX_Omaha,5,,,1,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,La Galissonnière Class,ship_hull_cruiser_2,WIN_HISTORICAL_CL,,,,,5,,,0,,5,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Emile Bertin Class,ship_hull_cruiser_2,WIN_HISTORICAL_CL,,,,,5,,,1,,6,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,De Grasse Class,ship_hull_cruiser_2,WIN_HISTORICAL_CL,,,,,5,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Le Fantasque Class,ship_hull_cruiser_scout_cruiser,WIN_HISTORICAL_DD,,,,,3,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Gryf Class,ship_hull_cruiser_scout_cruiser,WIN_HISTORICAL_DD,,,,,3,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Chamois Class,ship_hull_large_frigate,WIN_HISTORICAL_DD,0,,,,3,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Grom Class,ship_hull_light_1,WIN_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Leningrad Class,ship_hull_light_1,WIN_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Burza Class,ship_hull_light_1,WIN_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Fletcher Class,ship_hull_light_3,WIN_HISTORICAL_DD,,,,GFX_Fletcher,3,,,1,,,8,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Evarts Class,ship_hull_light_3,WIN_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Tacoma Class,ship_hull_frigate_2,WIN_HISTORICAL_CL,,,,GFX_Tacoma,10,,4,,5,,,,,,5,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Diligente Class,ship_hull_frigate_1,WIN_HISTORICAL_DD,0,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Élan Class,ship_hull_frigate_1,WIN_HISTORICAL_DD,0,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Orzeł Class,ship_hull_submarine_2,WIN_HISTORICAL_SS,,,,,2,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
Caribbean_navy,create_equipment_variant,Surcouf Class,ship_hull_cruiser_submarine,WIN_HISTORICAL_SS,0,,,,6,4,,5,,,,,,,,,4,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Moltke Class,ship_hull_dreadnought,TUR_HISTORICAL_BC,,,,,3,,,4,,,,,,5,,,,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Demirhisar Class,ship_hull_light_1,TUR_HISTORICAL_DD,,,,,4,,,1,,,3,,,,,,,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Kocatepe Class,ship_hull_light_1,TUR_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Tinaztepe Class,ship_hull_light_1,TUR_HISTORICAL_DD,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Ay Class,ship_hull_submarine_1,TUR_HISTORICAL_SS,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Oruç Reis Class,ship_hull_submarine_1,TUR_HISTORICAL_SS,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,U-Boot Class Type I,ship_hull_submarine_1,TUR_HISTORICAL_SS,0,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,U-Boot Class Type UB III,ship_hull_submarine_1,TUR_HISTORICAL_SS,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Vettor Pisani Class,ship_hull_submarine_1,TUR_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
turkey_navy,create_equipment_variant,Argonauta Class,ship_hull_miget_sub,TUR_HISTORICAL_SS,,,,,4,,,4,,,,,,,,,3,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Constitution Class,ship_hull_wooden_hulled_heavy,ENG_HISTORICAL_BB,3,,,,3,,,5,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Ranger Class,ship_hull_carrier_1,USA_HISTORICAL_CV,,,,,9,,,5,,,,7,5,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Yorktown Class,ship_hull_carrier_1,USA_HISTORICAL_CV,,,,,5,,,5,,,,7,3,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Essex Class,ship_hull_carrier_3,USA_HISTORICAL_CV,,,,,10,,,7,,,,8,5,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Lexington Class,ship_hull_carrier_3,USA_HISTORICAL_CV,,,,,10,,,7,,,,8,5,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Yorktown Class,ship_hull_carrier_3,USA_HISTORICAL_CV,,,,,10,,,7,,,,10,5,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Shangri-la Class,ship_hull_carrier_3,USA_HISTORICAL_CV,,,,,10,,,7,,,,10,17,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Independence Class,ship_hull_carrier_conversion_ca_2,USA_HISTORICAL_CV,0,,,GFX_Independence,5,,,0,,,,,2,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Wyoming Class,ship_hull_dreadnought,USA_HISTORICAL_BB,1,,,,6,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Baltimore Class,ship_hull_carrier_conversion_ca_2,USA_HISTORICAL_CV,0,,,,5,,,2,,,,,2,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,New York Class,ship_hull_heavy_0,USA_HISTORICAL_BB,3,,,GFX_NewYork,2,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Nevada Class,ship_hull_heavy_0,USA_HISTORICAL_BB,3,,,,4,,,4,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Pennsylvania Class,ship_hull_heavy_0,USA_HISTORICAL_BB,3,,,GFX_Pennsylvania,3,,,3,,,,,,2,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,New Mexico Class,ship_hull_heavy_0,USA_HISTORICAL_BB,1,,,,2,,,2,,,,,,2,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Tennessee Class,ship_hull_heavy_1,USA_HISTORICAL_BB,1,,,,7,,,5,,,,,,2,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Colorado Class,ship_hull_heavy_1,USA_HISTORICAL_BB,1,,,,7,,,4,,,,,,2,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,North Carolina Class,ship_hull_heavy_2,USA_HISTORICAL_BB,1,,,,7,,,5,,,,,,5,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,South Dakota Class,ship_hull_heavy_2,USA_HISTORICAL_BB,1,,,,7,,,6,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Iowa Class,ship_hull_heavy_3,USA_HISTORICAL_BB,1,,,,7,,,5,,,,,,4,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Ticonderoga Class,ship_hull_carrier_3,USA_HISTORICAL_CV,,,,,10,,,7,,,,8,5,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Commencement Bay Class,ship_hull_light_carrier_1,USA_HISTORICAL_CVL,0,,,,5,,,2,,,,2,3,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Fletcher Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,GFX_Fletcher,3,,,1,,,8,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Rudderow Class,ship_hull_light_3,USA_DE_HISTORICAL,,,,,10,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Lewis Hancock Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,6,,,3,,,5,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Allen M.Sumner Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Gearing Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,7,,,3,,,6,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Samuel B. Roberts Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,7,,,4,,,6,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Theodore E. Chandler Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,7,,,3,,,6,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Lofberg Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Evarts Class,ship_hull_light_3,USA_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Tacoma Class,ship_hull_frigate_2,USA_HISTORICAL_CL,,,,GFX_Tacoma,10,,4,,5,,,,,,5,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Omaha Class,ship_hull_cruiser_1,USA_HISTORICAL_CL,,,,GFX_Omaha,5,,,1,,7,,,,,,,,,,,,,,,,,,,,,,
